PM2.5,PM10,NO2,CO,SO2,O3, AQI ,AQI_Bucket,Level
22.5,51.25,7.05,0.19,20.55,30.85, 55.0 ,Satisfactory,2
29.25,64.5,7.8,0.31,26.9,33.32, 55.0 ,Satisfactory,2
24.0,43.0,4.25,0.59,11.1,17.6, 55.0 ,Satisfactory,2
18.5,42.5,6.17,0.73,6.35,13.22, 55.0 ,Satisfactory,2
20.0,43.75,6.95,0.8,6.35,13.73, 55.0 ,Satisfactory,2
20.0,42.25,7.42,0.82,7.55,15.7, 55.0 ,Satisfactory,2
20.0,40.0,4.37,0.95,4.8,22.55, 55.0 ,Satisfactory,2
17.75,33.75,5.03,0.7,6.8,14.22, 55.0 ,Satisfactory,2
19.0,35.25,7.28,0.6,3.92,8.8, 55.0 ,Satisfactory,2
17.0,40.0,9.55,0.57,6.85,7.85, 55.0 ,Satisfactory,2
26.75,67.75,6.95,0.6,6.82,35.75, 55.0 ,Satisfactory,2
27.75,63.0,7.3,0.69,6.73,35.28, 55.0 ,Satisfactory,2
25.25,61.75,8.57,0.75,10.27,24.47, 55.0 ,Satisfactory,2
25.5,60.5,7.1,0.78,10.97,19.1, 55.0 ,Satisfactory,2
23.75,55.25,5.27,0.48,11.08,15.7, 55.0 ,Satisfactory,2
24.5,52.0,9.3,0.84,10.2,13.25, 55.0 ,Satisfactory,2
23.0,55.0,7.7,0.44,7.15,14.7, 55.0 ,Satisfactory,2
12.25,31.0,3.4,0.51,4.95,25.95, 55.0 ,Satisfactory,2
28.5,64.25,16.83,0.59,6.4,0.0, 55.0 ,Satisfactory,2
21.0,33.0,29.35,0.17,6.9,4.9, 55.0 ,Satisfactory,2
11.75,36.5,17.57,0.48,4.3,7.8, 56.0 ,Satisfactory,2
36.0,78.0,8.95,0.53,22.9,36.73, 56.0 ,Satisfactory,2
34.0,83.25,7.75,0.72,21.82,39.68, 56.0 ,Satisfactory,2
34.0,72.25,7.32,0.62,28.28,42.62, 56.0 ,Satisfactory,2
40.25,73.5,7.3,0.86,23.97,39.2, 56.0 ,Satisfactory,2
40.25,74.75,7.02,0.82,26.6,42.62, 56.0 ,Satisfactory,2
38.25,74.25,9.55,0.53,23.62,38.7, 56.0 ,Satisfactory,2
36.75,71.5,5.87,0.56,15.67,27.92, 56.0 ,Satisfactory,2
28.25,58.75,7.43,0.64,10.23,23.53, 56.0 ,Satisfactory,2
22.5,50.75,6.83,0.38,8.17,19.1, 56.0 ,Satisfactory,2
23.25,47.5,4.3,0.48,9.97,16.65, 56.0 ,Satisfactory,2
28.5,47.5,4.03,0.37,10.33,19.6, 56.0 ,Satisfactory,2
35.0,65.5,17.35,0.99,9.58,18.1, 56.0 ,Satisfactory,2
29.0,61.0,15.1,0.39,10.27,21.1, 56.0 ,Satisfactory,2
24.5,61.75,8.08,0.54,9.75,35.75, 56.0 ,Satisfactory,2
19.75,55.75,12.27,0.35,6.57,26.95, 56.0 ,Satisfactory,2
21.0,57.75,16.83,0.6,4.75,18.15, 56.0 ,Satisfactory,2
24.75,64.5,12.23,0.78,9.33,44.57, 56.0 ,Satisfactory,2
27.0,53.5,8.1,0.58,10.95,14.7, 56.0 ,Satisfactory,2
29.25,51.25,7.72,0.42,12.45,14.2, 56.0 ,Satisfactory,2
26.5,49.75,11.7,0.64,9.97,10.3, 56.0 ,Satisfactory,2
27.0,54.25,13.9,0.58,6.38,6.38, 56.0 ,Satisfactory,2
22.75,43.5,18.1,0.58,7.6,3.9, 56.0 ,Satisfactory,2
20.25,41.75,13.67,1.03,7.93,4.9, 56.0 ,Satisfactory,2
20.0,58.5,11.05,0.25,10.75,35.27, 56.0 ,Satisfactory,2
23.0,56.0,6.92,0.45,7.3,26.97, 56.0 ,Satisfactory,2
27.0,52.0,8.33,0.88,6.52,12.28, 56.0 ,Satisfactory,2
24.25,58.0,10.38,0.92,6.88,9.3, 56.0 ,Satisfactory,2
28.75,59.25,14.67,1.09,7.18,7.8, 56.0 ,Satisfactory,2
31.0,63.0,17.9,0.57,6.85,7.8, 56.0 ,Satisfactory,2
10.0,30.75,2.05,0.74,4.25,11.78, 56.0 ,Satisfactory,2
12.25,23.5,4.65,0.58,4.72,13.7, 56.0 ,Satisfactory,2
10.5,31.25,2.98,1.11,5.75,5.88, 56.0 ,Satisfactory,2
12.0,32.5,3.0,1.1,6.25,6.35, 56.0 ,Satisfactory,2
11.75,36.0,2.43,1.06,6.15,10.8, 56.0 ,Satisfactory,2
11.25,41.0,2.17,1.05,6.45,12.75, 56.0 ,Satisfactory,2
12.0,38.0,3.9,0.0,0.0,11.8, 56.0 ,Satisfactory,2
20.0,33.0,0.78,1.05,5.02,41.2, 56.0 ,Satisfactory,2
24.0,50.75,18.82,1.15,7.12,42.18, 57.0 ,Satisfactory,2
27.0,60.25,11.83,0.61,6.6,50.95, 57.0 ,Satisfactory,2
28.75,65.75,10.45,0.55,7.68,55.35, 57.0 ,Satisfactory,2
35.5,73.25,12.6,0.58,5.3,55.85, 57.0 ,Satisfactory,2
41.25,83.5,11.55,0.59,10.0,50.98, 57.0 ,Satisfactory,2
45.0,91.75,13.75,0.58,8.55,43.1, 57.0 ,Satisfactory,2
48.5,91.5,14.93,0.51,8.02,33.35, 57.0 ,Satisfactory,2
68.25,90.0,23.25,0.76,8.55,17.18, 57.0 ,Satisfactory,2
14.0,34.5,6.4,0.49,2.32,9.8, 57.0 ,Satisfactory,2
15.75,48.75,10.95,0.38,6.12,33.32, 57.0 ,Satisfactory,2
23.25,53.0,10.65,0.6,9.42,35.77, 57.0 ,Satisfactory,2
20.5,49.75,9.85,0.54,11.2,35.77, 57.0 ,Satisfactory,2
20.75,52.75,10.28,0.81,12.97,38.2, 57.0 ,Satisfactory,2
27.0,58.5,23.53,0.71,3.77,12.25, 57.0 ,Satisfactory,2
26.75,66.0,10.08,0.79,9.15,42.15, 57.0 ,Satisfactory,2
22.0,61.0,7.72,0.58,6.88,33.35, 57.0 ,Satisfactory,2
19.0,56.75,7.92,0.59,9.1,24.5, 57.0 ,Satisfactory,2
23.0,57.75,6.53,0.56,9.97,18.1, 57.0 ,Satisfactory,2
31.5,58.75,11.0,0.57,9.25,7.33, 57.0 ,Satisfactory,2
26.75,51.75,12.12,0.48,9.12,6.85, 57.0 ,Satisfactory,2
25.5,50.0,10.83,0.64,7.78,6.85, 57.0 ,Satisfactory,2
24.0,46.5,15.43,0.67,7.92,0.0, 57.0 ,Satisfactory,2
24.0,49.75,11.97,1.07,7.5,6.38, 57.0 ,Satisfactory,2
24.75,49.0,10.2,0.95,5.3,8.3, 57.0 ,Satisfactory,2
26.75,49.0,7.98,0.98,5.25,13.73, 57.0 ,Satisfactory,2
25.75,49.0,6.33,1.02,9.78,27.45, 57.0 ,Satisfactory,2
23.25,50.75,8.02,1.0,11.5,31.85, 57.0 ,Satisfactory,2
19.5,63.25,5.6,0.91,6.2,14.7, 57.0 ,Satisfactory,2
26.0,60.5,10.62,0.48,6.3,8.8, 57.0 ,Satisfactory,2
10.25,29.75,2.65,0.95,4.1,21.6, 57.0 ,Satisfactory,2
17.75,33.0,1.25,0.99,5.48,18.65, 57.0 ,Satisfactory,2
38.0,99.25,28.9,0.5,9.57,42.38, 57.0 ,Satisfactory,2
293.0,496.25,47.75,0.38,8.03,82.5, 570.0 ,Severe,2
359.0,552.0,75.38,0.95,6.05,38.35, 572.0 ,Severe,2
394.75,700.0,74.3,1.32,12.05,81.62, 576.0 ,Severe,2
362.5,627.75,64.58,0.85,9.38,80.83, 576.0 ,Severe,2
263.0,394.25,52.22,0.8,6.98,71.8, 577.0 ,Severe,2
358.5,614.5,1.95,0.45,8.32,85.08, 577.0 ,Severe,2
271.0,423.0,71.92,0.0,15.82,73.6, 578.0 ,Severe,2
271.0,429.0,60.88,0.45,10.8,71.15, 579.0 ,Severe,2
13.5,41.5,18.75,0.5,4.18,6.85, 58.0 ,Satisfactory,2
62.25,114.5,14.05,0.6,6.2,31.37, 58.0 ,Satisfactory,2
19.0,41.5,5.8,0.61,1.4,10.3, 58.0 ,Satisfactory,2
27.75,63.25,16.95,0.35,12.0,20.1, 58.0 ,Satisfactory,2
24.0,62.5,9.35,0.49,12.02,20.58, 58.0 ,Satisfactory,2
16.5,48.0,6.75,0.44,15.8,25.97, 58.0 ,Satisfactory,2
19.75,43.5,6.9,0.13,12.95,29.4, 58.0 ,Satisfactory,2
16.0,39.0,7.3,0.38,7.23,29.9, 58.0 ,Satisfactory,2
28.5,63.0,11.58,0.46,6.1,7.33, 58.0 ,Satisfactory,2
23.25,44.25,9.97,1.1,5.55,14.7, 58.0 ,Satisfactory,2
25.25,53.0,15.5,0.99,6.17,25.98, 58.0 ,Satisfactory,2
503.0,786.0,19.88,2.51,18.23,80.5, 581.0 ,Severe,2
317.0,544.0,63.52,0.0,13.4,52.98, 582.0 ,Severe,2
591.75,788.0,41.58,1.15,14.18,73.47, 582.0 ,Severe,2
266.5,415.5,77.85,0.45,17.8,75.3, 582.0 ,Severe,2
393.0,554.0,69.62,1.15,9.0,37.38, 585.0 ,Severe,2
529.0,956.25,10.45,0.01,37.77,83.72, 585.0 ,Severe,2
277.0,577.5,28.32,7.98,20.95,77.7, 588.0 ,Severe,2
13.25,40.0,21.3,0.5,2.58,6.85, 59.0 ,Satisfactory,2
14.75,32.75,5.38,1.1,5.48,9.8, 59.0 ,Satisfactory,2
70.25,88.5,36.53,0.81,9.1,13.7, 59.0 ,Satisfactory,2
27.75,61.5,10.17,0.55,21.7,24.97, 59.0 ,Satisfactory,2
21.75,38.0,5.12,0.73,5.2,13.25, 59.0 ,Satisfactory,2
24.0,36.25,12.95,1.18,5.6,2.48, 59.0 ,Satisfactory,2
21.0,43.0,10.67,1.18,5.85,7.85, 59.0 ,Satisfactory,2
20.0,43.0,5.67,0.87,5.25,17.15, 59.0 ,Satisfactory,2
18.0,45.0,6.32,0.98,9.75,22.08, 59.0 ,Satisfactory,2
22.25,53.5,10.33,0.88,13.25,27.95, 59.0 ,Satisfactory,2
25.75,79.5,9.5,0.38,13.9,32.35, 59.0 ,Satisfactory,2
24.75,116.0,9.25,0.6,8.35,34.3, 59.0 ,Satisfactory,2
23.5,59.25,10.3,0.53,7.9,39.68, 59.0 ,Satisfactory,2
22.5,61.0,10.58,0.69,8.27,43.6, 59.0 ,Satisfactory,2
27.5,57.75,14.13,0.59,5.37,5.9, 59.0 ,Satisfactory,2
28.5,59.25,12.73,0.78,5.68,13.7, 59.0 ,Satisfactory,2
15.0,43.0,5.6,0.01,0.0,31.35, 59.0 ,Satisfactory,2
9.5,29.5,2.43,0.95,4.23,14.7, 59.0 ,Satisfactory,2
4.5,52.0,48.88,0.98,3.17,58.8, 59.0 ,Satisfactory,2
657.0,908.0,28.75,1.27,10.0,77.85, 590.0 ,Severe,2
275.5,428.0,79.25,1.15,18.43,76.03, 590.0 ,Severe,2
131.0,316.0,39.62,3.75,12.95,71.83, 591.0 ,Severe,2
393.0,582.0,82.62,1.3,8.72,40.9, 596.0 ,Severe,2
85.0,135.0,34.75,0.47,13.03,76.95, 597.0 ,Severe,2
88.25,201.0,36.62,1.27,9.25,58.47, 598.0 ,Severe,2
391.75,682.5,4.03,1.93,10.88,84.8, 598.0 ,Severe,2
592.0,749.0,47.0,1.15,16.65,82.62, 599.0 ,Severe,2
15.5,30.0,5.48,1.21,5.68,9.8, 60.0 ,Satisfactory,2
12.5,31.5,4.37,0.84,5.15,9.8, 60.0 ,Satisfactory,2
18.0,28.75,5.63,0.82,3.95,15.18, 60.0 ,Satisfactory,2
20.25,37.5,7.0,0.8,3.52,7.8, 60.0 ,Satisfactory,2
18.0,48.0,6.72,0.77,1.88,7.8, 60.0 ,Satisfactory,2
25.25,48.0,9.85,0.75,10.2,7.35, 60.0 ,Satisfactory,2
27.75,50.25,9.32,0.62,12.35,11.28, 60.0 ,Satisfactory,2
31.5,58.5,8.97,0.3,17.82,19.1, 60.0 ,Satisfactory,2
30.5,61.5,11.25,0.35,25.35,30.4, 60.0 ,Satisfactory,2
33.0,74.5,11.35,0.65,28.5,34.3, 60.0 ,Satisfactory,2
37.25,75.25,15.83,0.75,21.1,41.68, 60.0 ,Satisfactory,2
25.0,43.5,7.08,0.89,5.07,12.28, 60.0 ,Satisfactory,2
26.25,60.0,5.5,0.69,6.92,20.58, 60.0 ,Satisfactory,2
27.25,56.75,11.95,0.9,5.7,6.85, 60.0 ,Satisfactory,2
27.5,57.0,17.38,0.77,6.77,5.88, 60.0 ,Satisfactory,2
19.5,33.25,5.12,0.26,7.95,57.33, 60.0 ,Satisfactory,2
30.5,71.75,26.05,1.21,12.15,35.25, 60.0 ,Satisfactory,2
38.0,77.75,27.98,1.0,12.8,17.62, 60.0 ,Satisfactory,2
598.25,812.5,45.43,1.17,14.35,73.3, 600.0 ,Severe,6
252.25,386.0,79.47,2.0,17.32,74.25, 601.0 ,Severe,6
89.25,202.0,27.0,0.45,9.28,49.02, 603.0 ,Severe,6
385.0,593.0,92.58,1.3,7.7,45.23, 604.0 ,Severe,6
295.0,505.0,81.22,1.65,18.6,60.1, 604.0 ,Severe,6
508.25,907.5,8.65,4.45,16.85,84.1, 605.0 ,Severe,6
89.5,194.5,22.08,0.38,5.42,46.25, 608.0 ,Severe,6
19.75,54.0,24.4,0.56,4.05,4.9, 61.0 ,Satisfactory,2
71.5,125.25,14.75,0.62,4.2,29.4, 61.0 ,Satisfactory,2
66.5,87.0,29.05,0.26,7.05,17.13, 61.0 ,Satisfactory,2
39.0,79.75,10.28,0.85,17.8,44.1, 61.0 ,Satisfactory,2
35.25,73.5,8.98,1.01,23.03,43.15, 61.0 ,Satisfactory,2
40.0,73.0,12.27,0.73,26.42,36.27, 61.0 ,Satisfactory,2
28.0,61.25,8.75,0.99,13.17,29.4, 61.0 ,Satisfactory,2
30.75,65.25,9.03,1.08,17.45,29.9, 61.0 ,Satisfactory,2
37.5,69.0,9.2,1.06,12.17,20.58, 61.0 ,Satisfactory,2
31.25,49.75,8.73,0.99,8.07,14.7, 61.0 ,Satisfactory,2
24.0,67.0,10.88,0.78,7.53,20.1, 61.0 ,Satisfactory,2
28.75,67.25,22.27,0.69,8.03,4.43, 61.0 ,Satisfactory,2
18.75,31.5,3.25,0.34,7.95,16.15, 61.0 ,Satisfactory,2
3.5,31.0,9.25,0.43,8.53,60.77, 61.0 ,Satisfactory,2
8.0,36.0,6.7,0.73,9.42,38.23, 61.0 ,Satisfactory,2
5.5,56.75,4.65,1.12,4.12,61.28, 61.0 ,Satisfactory,2
28.0,79.0,30.95,0.45,12.38,58.0, 61.0 ,Satisfactory,2
379.0,591.0,102.2,1.4,8.75,53.48, 610.0 ,Severe,6
359.0,583.0,106.8,1.72,12.65,62.65, 613.0 ,Severe,6
350.0,624.0,93.88,1.38,14.8,58.93, 615.0 ,Severe,6
634.5,827.0,59.9,1.1,11.07,65.17, 615.0 ,Severe,6
101.75,205.75,20.65,0.32,4.58,42.78, 615.0 ,Severe,6
244.5,400.75,92.27,1.62,22.27,70.28, 616.0 ,Severe,6
448.0,777.75,9.55,3.17,10.93,84.42, 616.0 ,Severe,6
23.5,53.0,23.47,0.7,6.35,3.43, 62.0 ,Satisfactory,2
25.0,42.75,8.07,0.76,10.53,7.8, 62.0 ,Satisfactory,2
32.5,65.5,7.95,0.76,18.38,30.37, 62.0 ,Satisfactory,2
26.25,61.25,2.88,0.13,7.8,12.25, 62.0 ,Satisfactory,2
28.75,66.25,12.65,0.55,6.55,12.25, 62.0 ,Satisfactory,2
34.75,65.25,22.5,1.25,8.18,23.03, 62.0 ,Satisfactory,2
26.5,49.25,29.0,0.97,7.37,16.67, 62.0 ,Satisfactory,2
35.5,106.25,53.8,1.23,13.88,60.9, 62.0 ,Satisfactory,2
100.75,195.25,22.52,0.45,5.97,41.75, 620.0 ,Severe,6
616.0,854.0,36.0,1.3,11.25,76.18, 622.0 ,Severe,6
101.0,168.0,34.33,1.0,12.92,78.4, 624.0 ,Severe,6
334.5,664.0,51.9,0.45,10.15,58.88, 624.0 ,Severe,6
129.75,244.0,19.3,0.43,7.3,43.35, 625.0 ,Severe,6
633.5,813.75,71.1,0.68,9.27,61.23, 626.0 ,Severe,6
206.0,372.25,28.22,0.68,4.28,45.05, 628.0 ,Severe,6
240.5,402.0,94.95,1.7,18.58,68.75, 629.0 ,Severe,6
20.5,47.5,20.97,0.62,6.15,6.38, 63.0 ,Satisfactory,2
69.0,98.0,32.07,0.82,31.47,19.1, 63.0 ,Satisfactory,2
25.75,39.5,5.97,0.7,7.23,11.3, 63.0 ,Satisfactory,2
26.25,57.25,16.8,0.96,7.35,14.22, 63.0 ,Satisfactory,2
35.0,84.5,16.82,0.56,8.0,8.33, 63.0 ,Satisfactory,2
24.5,68.75,28.83,0.32,10.52,52.4, 63.0 ,Satisfactory,2
25.5,83.5,32.45,0.47,12.82,59.55, 63.0 ,Satisfactory,2
544.0,701.5,73.88,0.4,8.0,55.4, 631.0 ,Severe,6
508.75,650.0,71.55,0.48,6.42,51.3, 637.0 ,Severe,6
15.0,53.0,19.37,0.63,5.3,9.3, 64.0 ,Satisfactory,2
71.75,124.25,15.48,0.73,7.1,25.47, 64.0 ,Satisfactory,2
20.75,35.25,3.93,0.94,8.1,13.22, 64.0 ,Satisfactory,2
24.75,47.25,15.4,0.68,6.73,11.28, 64.0 ,Satisfactory,2
14.0,36.0,8.75,0.2,5.78,9.78, 64.0 ,Satisfactory,2
13.0,39.5,8.78,0.59,6.52,8.83, 64.0 ,Satisfactory,2
14.5,63.75,7.88,1.23,4.17,64.2, 64.0 ,Satisfactory,2
235.0,353.0,90.48,1.45,12.53,61.75, 640.0 ,Severe,6
524.75,676.25,60.35,0.95,11.15,50.88, 648.0 ,Severe,6
310.0,440.75,64.03,0.95,11.7,51.17, 648.0 ,Severe,6
13.0,49.25,21.17,0.55,5.73,13.22, 65.0 ,Satisfactory,2
25.0,51.25,3.12,1.07,7.92,8.85, 65.0 ,Satisfactory,2
279.5,382.25,52.7,2.85,12.15,46.97, 651.0 ,Severe,6
636.0,859.0,39.88,2.85,11.65,70.67, 652.0 ,Severe,6
114.0,185.0,36.78,1.35,14.53,78.0, 653.0 ,Severe,6
465.0,625.75,59.35,0.4,12.85,46.62, 658.0 ,Severe,6
328.5,449.0,48.23,0.0,13.0,42.15, 658.0 ,Severe,2
13.75,59.75,22.25,0.47,11.65,13.72, 66.0 ,Satisfactory,2
60.5,102.5,34.62,0.82,45.32,21.6, 66.0 ,Satisfactory,2
38.75,67.75,21.48,1.03,10.08,9.8, 66.0 ,Satisfactory,2
34.25,72.25,15.52,1.12,9.05,7.8, 66.0 ,Satisfactory,2
30.75,66.75,12.52,1.09,8.15,3.95, 66.0 ,Satisfactory,2
21.75,42.75,12.12,0.51,6.1,11.3, 66.0 ,Satisfactory,2
2.75,46.5,11.12,0.62,3.18,55.83, 66.0 ,Satisfactory,2
19.25,72.0,21.8,0.25,10.5,47.58, 66.0 ,Satisfactory,2
763.0,0.0,39.75,2.98,11.23,68.03, 665.0 ,Severe,6
77.0,119.0,17.43,0.79,4.3,20.1, 67.0 ,Satisfactory,2
21.0,50.0,10.8,0.23,14.65,25.45, 67.0 ,Satisfactory,2
27.0,57.5,9.32,0.45,14.25,28.9, 67.0 ,Satisfactory,2
21.25,54.25,10.5,0.41,17.57,31.35, 67.0 ,Satisfactory,2
30.75,58.25,10.23,0.36,15.4,31.85, 67.0 ,Satisfactory,2
29.75,62.0,12.6,0.38,13.8,28.4, 67.0 ,Satisfactory,2
26.0,68.25,9.62,0.43,12.7,25.95, 67.0 ,Satisfactory,2
17.0,60.0,10.15,0.59,9.45,22.55, 67.0 ,Satisfactory,2
28.5,53.75,11.62,0.91,4.73,14.2, 67.0 ,Satisfactory,2
34.75,63.0,18.98,0.77,6.55,11.3, 67.0 ,Satisfactory,2
48.0,89.75,24.97,0.47,6.65,40.98, 67.0 ,Satisfactory,2
141.0,229.0,44.85,0.1,13.5,75.85, 675.0 ,Severe,6
28.25,68.75,24.95,0.52,7.32,3.9, 68.0 ,Satisfactory,2
38.0,97.75,20.6,0.56,10.15,3.45, 68.0 ,Satisfactory,2
26.25,72.75,13.28,0.61,9.38,6.38, 68.0 ,Satisfactory,2
18.25,51.75,8.1,0.36,6.53,12.28, 68.0 ,Satisfactory,2
18.75,45.5,9.72,0.61,6.8,19.6, 68.0 ,Satisfactory,2
52.0,94.0,26.15,0.75,47.8,25.47, 68.0 ,Satisfactory,2
38.75,69.25,23.12,0.73,6.48,8.8, 68.0 ,Satisfactory,2
45.25,67.75,23.53,0.81,5.65,9.3, 68.0 ,Satisfactory,2
40.75,71.0,23.1,0.79,6.67,7.35, 68.0 ,Satisfactory,2
30.0,70.25,10.9,0.83,30.75,27.92, 68.0 ,Satisfactory,2
35.25,76.75,9.3,0.77,12.28,17.65, 68.0 ,Satisfactory,2
32.5,59.5,9.32,1.03,9.12,14.7, 68.0 ,Satisfactory,2
30.0,60.75,7.35,0.89,5.45,15.7, 68.0 ,Satisfactory,2
21.75,46.5,8.12,0.69,6.48,14.7, 68.0 ,Satisfactory,2
19.25,72.0,22.77,1.35,4.38,65.9, 68.0 ,Satisfactory,2
19.75,79.0,6.1,0.75,5.47,63.1, 68.0 ,Satisfactory,2
17.25,64.75,8.68,0.43,4.38,64.88, 68.0 ,Satisfactory,2
14.0,39.75,3.2,0.45,5.47,68.22, 68.0 ,Satisfactory,2
12.5,51.0,8.68,0.72,4.88,68.2, 68.0 ,Satisfactory,2
8.75,47.75,3.2,0.82,5.18,68.08, 68.0 ,Satisfactory,2
24.0,52.0,10.75,0.38,12.85,68.0, 68.0 ,Satisfactory,2
801.0,52.0,37.8,2.83,12.07,65.2, 680.0 ,Severe,6
41.25,70.5,14.28,0.71,6.95,12.75, 69.0 ,Satisfactory,2
20.5,59.25,14.83,0.75,31.75,31.35, 69.0 ,Satisfactory,2
5.5,43.25,0.0,0.0,0.0,63.82, 69.0 ,Satisfactory,2
11.5,57.5,0.0,0.5,1.77,60.9, 69.0 ,Satisfactory,2
34.5,80.75,20.93,0.2,8.07,43.9, 69.0 ,Satisfactory,2
251.0,381.0,53.85,0.2,12.2,70.62, 694.0 ,Severe,6
80.0,129.0,17.03,0.7,4.17,22.08, 70.0 ,Satisfactory,2
25.5,61.5,22.35,0.4,1.4,2.0, 70.0 ,Satisfactory,2
44.5,80.0,7.15,0.65,9.2,29.37, 70.0 ,Satisfactory,2
46.75,99.5,20.25,0.79,8.78,14.7, 70.0 ,Satisfactory,2
23.25,60.0,7.53,0.67,4.88,34.8, 70.0 ,Satisfactory,2
17.75,50.0,11.15,0.79,8.28,13.73, 70.0 ,Satisfactory,2
5.75,45.75,8.18,0.45,3.7,54.73, 70.0 ,Satisfactory,2
6.5,45.0,0.0,0.0,0.0,60.95, 70.0 ,Satisfactory,2
14.25,60.5,0.0,1.15,4.82,69.7, 70.0 ,Satisfactory,2
22.0,72.25,0.0,0.95,3.8,67.92, 70.0 ,Satisfactory,2
16.25,61.25,0.0,0.65,3.48,69.8, 70.0 ,Satisfactory,2
22.25,69.5,0.0,0.0,2.23,69.55, 70.0 ,Satisfactory,2
24.5,77.75,0.0,1.4,3.97,67.1, 70.0 ,Satisfactory,2
23.25,77.75,0.0,1.35,4.27,68.88, 70.0 ,Satisfactory,2
23.0,47.0,11.3,0.45,11.48,70.4, 70.0 ,Satisfactory,2
14.75,53.5,19.8,0.52,10.5,15.67, 71.0 ,Satisfactory,2
32.75,76.0,14.2,0.64,1.17,26.45, 71.0 ,Satisfactory,2
37.75,80.0,20.98,0.56,8.58,23.5, 71.0 ,Satisfactory,2
37.25,77.0,4.77,0.67,0.9,42.62, 71.0 ,Satisfactory,2
41.25,81.25,6.77,0.68,1.65,39.2, 71.0 ,Satisfactory,2
41.25,85.5,6.5,0.66,1.97,28.42, 71.0 ,Satisfactory,2
38.0,83.75,4.2,0.93,1.8,26.45, 71.0 ,Satisfactory,2
34.75,72.75,4.95,0.72,2.75,24.0, 71.0 ,Satisfactory,2
35.5,70.0,6.67,0.73,0.0,20.6, 71.0 ,Satisfactory,2
39.25,77.5,10.68,0.91,1.15,16.15, 71.0 ,Satisfactory,2
28.75,64.75,14.88,0.82,13.98,42.62, 71.0 ,Satisfactory,2
20.75,49.75,8.8,1.0,7.23,5.4, 71.0 ,Satisfactory,2
22.25,80.75,11.92,1.36,8.35,59.3, 71.0 ,Satisfactory,2
20.5,69.75,13.8,0.89,6.95,28.45, 71.0 ,Satisfactory,2
20.5,76.25,21.17,0.87,6.03,30.87, 71.0 ,Satisfactory,2
16.0,98.0,24.68,0.66,4.28,19.13, 71.0 ,Satisfactory,2
35.0,93.75,20.85,0.79,8.35,10.77, 71.0 ,Satisfactory,2
27.0,95.0,10.72,1.16,8.5,27.9, 71.0 ,Satisfactory,2
19.0,43.5,9.9,0.54,6.57,21.55, 71.0 ,Satisfactory,2
15.75,37.5,0.0,0.28,0.0,70.95, 71.0 ,Satisfactory,2
3.0,22.0,0.0,1.32,0.4,71.15, 71.0 ,Satisfactory,2
26.25,89.75,0.0,1.4,4.92,71.3, 71.0 ,Satisfactory,2
752.0,979.0,37.55,1.35,12.65,62.97, 713.0 ,Severe,6
323.0,512.0,53.3,0.68,10.9,71.38, 713.0 ,Severe,6
76.5,115.0,16.4,0.75,6.93,21.1, 72.0 ,Satisfactory,2
16.75,51.0,8.12,0.53,10.82,34.8, 72.0 ,Satisfactory,2
31.75,53.5,14.85,0.87,6.8,12.25, 72.0 ,Satisfactory,2
35.25,70.25,12.55,0.79,6.25,17.63, 72.0 ,Satisfactory,2
42.75,88.25,19.87,0.62,8.4,10.8, 72.0 ,Satisfactory,2
51.5,89.0,12.58,0.48,10.05,22.55, 72.0 ,Satisfactory,2
35.25,75.25,4.67,0.83,1.4,44.1, 72.0 ,Satisfactory,2
37.0,91.0,13.65,0.75,2.57,12.75, 72.0 ,Satisfactory,2
18.25,43.75,8.05,1.05,7.85,6.85, 72.0 ,Satisfactory,2
24.0,110.5,14.4,1.05,6.8,38.7, 72.0 ,Satisfactory,2
19.25,100.75,17.4,0.98,6.1,28.9, 72.0 ,Satisfactory,2
29.5,100.0,23.9,0.7,7.73,11.25, 72.0 ,Satisfactory,2
18.5,93.0,7.35,0.73,11.4,31.35, 72.0 ,Satisfactory,2
18.75,39.0,9.42,0.31,6.87,16.65, 72.0 ,Satisfactory,2
30.75,64.75,55.95,1.23,6.82,72.15, 72.0 ,Satisfactory,2
11.5,47.5,0.0,0.0,0.0,61.52, 72.0 ,Satisfactory,2
21.25,61.0,0.0,0.0,2.43,60.2, 72.0 ,Satisfactory,2
14.0,56.25,0.0,0.0,2.25,71.95, 72.0 ,Satisfactory,2
27.0,53.0,12.53,0.43,13.85,67.22, 72.0 ,Satisfactory,2
27.0,79.0,22.3,0.1,10.53,71.93, 72.0 ,Satisfactory,2
349.0,532.0,50.88,1.52,10.28,71.82, 729.0 ,Severe,6
17.5,53.75,7.12,0.52,9.12,32.35, 73.0 ,Satisfactory,2
13.75,53.5,16.27,0.49,9.95,28.42, 73.0 ,Satisfactory,2
33.0,48.75,14.73,0.76,6.65,10.8, 73.0 ,Satisfactory,2
29.5,72.25,7.2,0.43,11.95,56.85, 73.0 ,Satisfactory,2
26.0,62.25,18.5,0.61,2.22,2.0, 73.0 ,Satisfactory,2
39.25,80.25,14.5,0.6,3.03,25.5, 73.0 ,Satisfactory,2
33.5,71.25,9.28,0.55,13.4,28.92, 73.0 ,Satisfactory,2
35.75,73.25,10.05,0.01,12.6,36.73, 73.0 ,Satisfactory,2
37.25,78.75,3.98,0.61,1.53,44.6, 73.0 ,Satisfactory,2
46.5,91.5,14.6,0.69,8.9,10.8, 73.0 ,Satisfactory,2
